Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 4390 loss (4510793.7378002703, 3304.1841987256853)
Iter #: 4400 loss (4541912.1298213601, 3305.9272944788304)
Iter #: 4410 loss (4523375.3888684213, 3305.5651416859041)
Iter #: 4420 loss (4504627.6274610916, 3306.79429458914)
Iter #: 4430 loss (4528878.4429930262, 3307.8255490328238)
Iter #: 4440 loss (4500942.9376790719, 3307.7456105271526)
Iter #: 4450 loss (4453657.0612713872, 3309.2805314227548)
Iter #: 4460 loss (4519193.4810402449, 3309.2767672118034)
Iter #: 4470 loss (4447449.6424970552, 3310.6744916168614)
Iter #: 4480 loss (4525942.6037002373, 3310.9186343978554)
Iter #: 4490 loss (4527228.019094131, 3312.2720476449103)
Iter #: 4500 loss (4466871.6057331376, 3312.3535909783272)
Iter #: 4510 loss (4525610.059511235, 3314.3209749708781)
Iter #: 4520 loss (4459078.6494513601, 3313.4355962910172)
Iter #: 4530 loss (4486653.437321905, 3313.8382154982105)
Iter #: 4540 loss (4564126.3097754642, 3315.0066599663714)
Iter #: 4550 loss (4525986.4544755276, 3314.33786061413)
Iter #: 4560 loss (4526497.6914881319, 3315.2701873980477)
Iter #: 4570 loss (4455352.4997258168, 3315.9275132860444)
Iter #: 4580 loss (4520797.7388621736, 3316.6456710674556)
Iter #: 4590 loss (4457720.8155771736, 3317.8575245536108)
Iter #: 4600 loss (4442021.7781595318, 3319.3287147360397)
Iter #: 4610 loss (4529807.9738992192, 3318.943119181657)
Iter #: 4620 loss (4512529.8799014688, 3319.315614054422)
Iter #: 4630 loss (4440249.4602267025, 3321.1609911000419)
Iter #: 4640 loss (4556044.0543937227, 3321.2567273720892)
Iter #: 4650 loss (4478921.4987202697, 3320.8930117765262)
Iter #: 4660 loss (4524964.0265670316, 3323.2955714187683)
Iter #: 4670 loss (4460136.6432207525, 3322.3689417225301)
Iter #: 4680 loss (4531369.4916869877, 3323.7312969567802)
Iter #: 4690 loss (4493075.0756018888, 3323.3262911594188)
Iter #: 4700 loss (4530458.7494332334, 3323.8351638334539)
Iter #: 4710 loss (4475547.4481469467, 3325.2201457217748)
Iter #: 4720 loss (4444840.0948865693, 3325.1392524526709)
Iter #: 4730 loss (4436967.2248050775, 3325.6209903102545)
Iter #: 4740 loss (4526949.0362843545, 3326.145635793308)
Iter #: 4750 loss (4531366.9996539727, 3327.1895022605786)
Iter #: 4760 loss (4511538.3069671476, 3327.5417482402495)
Iter #: 4770 loss (4512544.9694338841, 3328.0910487235774)
Iter #: 4780 loss (4477819.9907044778, 3328.9015536284096)
Iter #: 4790 loss (4551493.1722604018, 3331.0857709109828)
Iter #: 4800 loss (4530709.1482148282, 3329.8327859662536)
Iter #: 4810 loss (4497803.636034565, 3329.7333599043163)
Iter #: 4820 loss (4431336.5573125007, 3331.1315473221593)
Iter #: 4830 loss (4527872.5208260557, 3331.5896470579241)
Iter #: 4840 loss (4517043.5130070308, 3332.0195479675563)
Iter #: 4850 loss (4502470.0660268106, 3333.1182250174938)
Iter #: 4860 loss (4495631.2652977305, 3332.7364518627146)
Iter #: 4870 loss (4430842.6715796776, 3334.0277841615866)
Iter #: 4880 loss (4535637.6135944258, 3334.269571380969)
Iter #: 4890 loss (4508575.0366781875, 3334.2165766700296)
Iter #: 4900 loss (4535067.6178945117, 3336.5334817338885)
Iter #: 4910 loss (4454301.0886450121, 3335.454121353438)
Iter #: 4920 loss (4429364.1827580817, 3336.8577976312813)
Iter #: 4930 loss (4536802.3545566341, 3336.9376616541645)
Iter #: 4940 loss (4481579.9529992314, 3337.8846473751869)
Iter #: 4950 loss (4458984.597792781, 3338.537267186035)
Iter #: 4960 loss (4457350.1194893895, 3337.7100419104686)
Iter #: 4970 loss (4527621.2806672622, 3339.0058987599336)
Iter #: 4980 loss (4501016.5621611737, 3338.5805957114057)
Iter #: 4990 loss (4467867.5480473526, 3340.5190235589689)
Iter #: 5000 loss (4504679.7848172691, 3341.0106693130356)
--- 2719.775892972946 seconds ---
