Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 4380 loss (4469621.3716685316, 3342.2901631549507)
Iter #: 4390 loss (4469481.2570491508, 3343.2221586328951)
Iter #: 4400 loss (4469341.6154238218, 3344.1490161610895)
Iter #: 4410 loss (4469202.5192047935, 3345.0707353438897)
Iter #: 4420 loss (4469063.8918698868, 3345.9873713881825)
Iter #: 4430 loss (4468925.8028323622, 3346.8989207321069)
Iter #: 4440 loss (4468788.1791607039, 3347.8054411895268)
Iter #: 4450 loss (4468651.086197665, 3348.7069257607209)
Iter #: 4460 loss (4468514.4557437226, 3349.6034351615995)
Iter #: 4470 loss (4468378.3478511265, 3350.4949586570838)
Iter #: 4480 loss (4468242.7003496345, 3351.3815601867864)
Iter #: 4490 loss (4468107.5666169468, 3352.2632249547178)
Iter #: 4500 loss (4467972.891981544, 3353.1400204747165)
Iter #: 4510 loss (4467838.7215815661, 3354.0119275338752)
Iter #: 4520 loss (4467705.0099034589, 3354.8790176021375)
Iter #: 4530 loss (4467571.7920813635, 3355.7412666606201)
Iter #: 4540 loss (4467439.0336278845, 3356.5987505512771)
Iter #: 4550 loss (4467306.7576893633, 3357.4514400243506)
Iter #: 4560 loss (4467174.9429024346, 3358.2994157466092)
Iter #: 4570 loss (4467043.5982008548, 3359.1426427736824)
Iter #: 4580 loss (4466912.7176953703, 3359.9812070899516)
Iter #: 4590 loss (4466782.2936177813, 3360.8150675506045)
Iter #: 4600 loss (4466652.3381795082, 3361.644315993773)
Iter #: 4610 loss (4466522.8241313715, 3362.468904522791)
Iter #: 4620 loss (4466393.7847148031, 3363.2889314125946)
Iter #: 4630 loss (4466265.1701032128, 3364.1043414139267)
Iter #: 4640 loss (4466137.0378287621, 3364.9152398723431)
Iter #: 4650 loss (4466009.3120441223, 3365.7215635318967)
Iter #: 4660 loss (4465882.0781948157, 3366.5234254974803)
Iter #: 4670 loss (4465755.2305906182, 3367.3207537946637)
Iter #: 4680 loss (4465628.8866080986, 3368.113670035722)
Iter #: 4690 loss (4465502.9064786304, 3368.9020927536048)
Iter #: 4700 loss (4465377.4439582312, 3369.6861528801119)
Iter #: 4710 loss (4465252.3205139646, 3370.4657586141007)
Iter #: 4720 loss (4465127.7311987309, 3371.2410510882064)
Iter #: 4730 loss (4465003.45353908, 3372.0119272530601)
Iter #: 4740 loss (4464879.7293124748, 3372.778539398058)
Iter #: 4750 loss (4464756.2863956429, 3373.540772233092)
Iter #: 4760 loss (4464633.4192726295, 3374.2987902406817)
Iter #: 4770 loss (4464510.7998821503, 3375.0524648129731)
Iter #: 4780 loss (4464388.7819985002, 3375.8019737486011)
Iter #: 4790 loss (4464266.97470605, 3376.5471739539721)
Iter #: 4800 loss (4464145.7983053802, 3377.2882577600699)
Iter #: 4810 loss (4464024.7914295718, 3378.0250663216198)
Iter #: 4820 loss (4463904.4488477865, 3378.7578078184556)
Iter #: 4830 loss (4463784.2304082969, 3379.486306282367)
Iter #: 4840 loss (4463664.7140550017, 3380.2107871662715)
Iter #: 4850 loss (4463545.2717216676, 3380.9310558946045)
Iter #: 4860 loss (4463426.574058109, 3381.6473567332228)
Iter #: 4870 loss (4463307.8950943807, 3382.3594748933619)
Iter #: 4880 loss (4463190.0086072721, 3383.0676751176388)
Iter #: 4890 loss (4463072.079807464, 3383.7717206680259)
Iter #: 4900 loss (4462954.996978174, 3384.4718985604982)
Iter #: 4910 loss (4462837.8045979375, 3385.1679482322852)
Iter #: 4920 loss (4462721.5178664206, 3385.8601809112993)
Iter #: 4930 loss (4462605.0475458214, 3386.5483101854779)
Iter #: 4940 loss (4462489.5492685065, 3387.2326735848819)
Iter #: 4950 loss (4462373.7859471235, 3387.9129566644478)
Iter #: 4960 loss (4462259.0683482522, 3388.5895255082664)
Iter #: 4970 loss (4462143.9961716924, 3389.2620352849558)
Iter #: 4980 loss (4462030.0512870159, 3389.9308830565665)
Iter #: 4990 loss (4461915.6535044992, 3390.5956910716882)
Iter #: 5000 loss (4461802.47311706, 3391.2568899769508)
--- 2649.9553923606873 seconds ---
